売上ID,日付,担当者,店舗,チャネル,来店経路,大項目,機種カテゴリ,機種,メニュー,仕入先,IMEI,売上金額,原価,粗利,値引き,最終売上,備考,登録日時
20260111-004-02,2026-01-11,龍田,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/11 19:51:19
20260111-005-01,2026-01-11,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,100,5336,,2026/01/11 20:36:52
20260111-006-01,2026-01-11,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,手入力,HW,,5000,715,4285,0,5000,,2026/01/11 20:37:53
20260111-006-02,2026-01-11,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/11 20:37:53
20260111-007-01,2026-01-11,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,未修理,アイサポ,,1000,0,1000,0,1000,,2026/01/11 20:38:20
20260111-008-01,2026-01-11,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12,バッテリー,アイサポ,,7709,2990,4719,425,7284,,2026/01/11 20:39:01
20260112-001-01,2026-01-12,龍田,鯖江店,店舗,通りがかり,中古販売,中古,XR,128GB 並品,アイサポ,357371096353721,15436,8000,7436,0,15436,,2026/01/12 11:06:40
20260112-002-01,2026-01-12,堀,福井店,店舗,ネット検索,データ移行,データ移行,,データ移行α,アイサポ,,5000,0,5000,0,5000,,2026/01/12 15:53:01
20260112-003-01,2026-01-12,堀,福井店,店舗,リピーター,iPhone修理,iPhone,13,HGバッテリー,アイサポ,,11618,4790,6828,639,10979,,2026/01/12 15:53:30
20260112-004-01,2026-01-12,堀,福井店,店舗,ネット検索,操作案内,操作案内,,個別10分,アイサポ,,1000,0,1000,0,1000,,2026/01/12 15:53:48
20260112-005-01,2026-01-12,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,14Pro,HGバッテリー,アイサポ,,13436,5440,7996,100,13336,,2026/01/12 15:54:22
20260112-005-02,2026-01-12,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 15:54:22
20260112-006-01,2026-01-12,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,8,バッテリー,HW,,5255,400,4855,0,5255,,2026/01/12 17:05:58
20260112-006-02,2026-01-12,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 17:05:58
20260112-007-01,2026-01-12,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,XS,HGバッテリー,アイサポ,,8891,3740,5151,0,8891,,2026/01/12 17:06:25
20260112-007-02,2026-01-12,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 17:06:25
20260112-008-01,2026-01-12,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 17:07:31
20260112-009-01,2026-01-12,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 17:37:26
20260112-010-01,2026-01-12,龍田,鯖江店,店舗,通りがかり,iPad修理,iPad,Air2,バッテリー,アイサポ,,13619,2390,11229,0,13619,,2026/01/12 17:37:43
20260112-011-01,2026-01-12,龍田,鯖江店,店舗,通りがかり,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,0,5436,,2026/01/12 17:38:03
20260112-012-01,2026-01-12,龍田,鯖江店,店舗,通りがかり,iPhone修理,iPhone,11,TH-F,アイサポ,,9073,5280,3793,0,9073,,2026/01/12 17:38:29
20260112-012-02,2026-01-12,龍田,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/12 17:38:29
20260113-001-01,2026-01-13,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,6s,バッテリー,HW,,4527,500,4027,0,4527,,2026/01/13 13:38:56
20260113-002-01,2026-01-13,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,13,TH-L,HW,,16709,2850,13859,900,15809,,2026/01/13 18:11:12
20260113-003-01,2026-01-13,龍田,福井店,店舗,リピーター,iPad修理,iPad,Pad9,TH-F,アイサポ,,12710,3990,8720,0,12710,,2026/01/13 18:11:52
20260113-003-02,2026-01-13,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム単,アイサポ,,2000,150,1850,0,2000,,2026/01/13 18:11:52
20260113-004-01,2026-01-13,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,11Pro,TH-F,アイサポ,,9982,5390,4592,490,9492,,2026/01/13 18:12:46
20260113-004-02,2026-01-13,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/13 18:12:46
20260113-004-03,2026-01-13,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/13 18:12:46
20260113-005-01,2026-01-13,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,15Pro,TH-L,アイサポ,,26255,16030,10225,1313,24942,,2026/01/13 19:03:01
20260113-006-01,2026-01-13,土本,鯖江店,店舗,ネット検索,Xperia修理,Android,Xperia Ace III,手入力,アイサポ,,3000,0,3000,0,3000,,2026/01/13 19:04:02
20260113-007-01,2026-01-13,土本,鯖江店,店舗,ネット検索,oppo修理,Android,OPPO A73,手入力,アイサポ,,3000,0,3000,0,3000,,2026/01/13 19:04:57
20260114-001-01,2026-01-14,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/14 19:09:28
20260114-002-01,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12Pro,HGバッテリー,アイサポ,,10709,4340,6369,100,10609,,2026/01/14 19:10:11
20260114-002-02,2026-01-14,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/14 19:10:11
20260114-003-01,2026-01-14,堀,福井店,店舗,通りがかり,中古販売,中古,12mini,64GB 美品,アイサポ,353014110079435,27255,14600,12655,0,27255,,2026/01/14 19:11:52
20260114-004-01,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,14,TH-F,アイサポ,,14982,7640,7342,0,14982,,2026/01/14 19:12:15
20260114-005-01,2026-01-14,堀,福井店,店舗,リピーター,iPhone修理,iPhone,15,TH-L,アイサポ,,22164,11640,10524,1219,20945,,2026/01/14 19:13:11
20260114-005-02,2026-01-14,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/14 19:13:11
20260114-006-01,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11Pro,TH-L,アイサポ,,13982,5390,8592,0,13982,,2026/01/14 19:15:43
20260114-006-02,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11Pro,水没修理,アイサポ,,11637,0,11637,0,11637,,2026/01/14 19:15:43
20260114-006-03,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11Pro,手入力,アイサポ,,11637,1375,10262,0,11637,,2026/01/14 19:15:43
20260114-007-01,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11,TH-L,アイサポ,,13073,5280,7793,100,12973,,2026/01/14 19:16:12
20260114-008-01,2026-01-14,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,手入力,アイサポ,,3000,715,2285,0,3000,,2026/01/14 19:17:00
20260115-001-01,2026-01-15,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,コーティング,アイサポ,,2000,300,1700,0,2000,,2026/01/15 13:11:35
20260115-002-01,2026-01-15,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,14,TH-L,アイサポ,,18982,7640,11342,0,18982,,2026/01/15 13:12:43
20260115-002-02,2026-01-15,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/15 13:12:43
20260115-003-01,2026-01-15,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,16,作業費,アイサポ,,4528,0,4528,0,4528,,2026/01/15 16:46:01
20260115-004-01,2026-01-15,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,バッテリー,HW,,5436,500,4936,300,5136,,2026/01/15 16:46:36
20260115-004-02,2026-01-15,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/15 16:46:36
20260115-005-01,2026-01-15,土本,鯖江店,店舗,ネット検索,操作案内,操作案内,,個別30分,アイサポ,,3000,0,3000,0,3000,,2026/01/15 17:37:47
20260115-006-01,2026-01-15,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,XS,HGバッテリー,アイサポ,,8891,3740,5151,540,8351,,2026/01/15 17:40:52
20260115-006-02,2026-01-15,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/15 17:40:52
20260116-001-01,2026-01-16,龍田,福井店,店舗,ネット検索,中古販売,中古,12,256GB 良品,アイサポ,353051112627506,39980,21600,18380,0,39980,,2026/01/16 11:32:20
20260116-001-02,2026-01-16,龍田,福井店,店舗,ネット検索,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/16 11:32:20
20260116-001-03,2026-01-16,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/16 11:32:20
20260116-001-04,2026-01-16,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12,HGバッテリー,HW,,3000,800,2200,0,3000,,2026/01/16 11:32:20
20260116-002-01,2026-01-16,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,15,TH-L,HW,,22164,3580,18584,0,22164,,2026/01/16 13:24:19
20260116-002-02,2026-01-16,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/16 13:24:19
20260116-003-01,2026-01-16,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,XS,バッテリー,HW,,5891,850,5041,0,5891,,2026/01/16 15:55:22
20260116-003-02,2026-01-16,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/16 15:55:22
20260116-004-01,2026-01-16,龍田,福井店,店舗,リピーター,Xperia修理,Android,Xperia Ace III,バッテリー,アイサポ,,9073,727,8346,3000,6073,,2026/01/16 15:56:04
20260116-005-01,2026-01-16,土本,ECサイト,Shopify,ネット検索,中古販売,中古,SE3,64GB 美品,アイサポ,358974868679741,45980,27000,18980,0,45980,,2026/01/16 16:04:05
20260116-006-01,2026-01-16,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11Pro,バッテリー,アイサポ,,6800,2790,4010,0,6800,,2026/01/16 16:04:48
20260116-006-02,2026-01-16,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/16 16:04:48
20260116-007-01,2026-01-16,土本,鯖江店,店舗,ネット検索,oppo修理,Android,OPPO A73,手入力,アイサポ,,15000,6600,8400,0,15000,,2026/01/16 18:56:41
20260117-001-01,2026-01-17,堀,福井店,店舗,ネット検索,中古販売,中古,13mini,128GB 美品,アイサポ,354084998588962,52980,41400,11580,0,52980,,2026/01/17 15:43:32
20260117-002-01,2026-01-17,堀,福井店,店舗,リピーター,iPhone修理,iPhone,8P,コネクタ,アイサポ,,9073,1545,7528,0,9073,,2026/01/17 15:44:44
20260117-002-02,2026-01-17,堀,福井店,店舗,リピーター,iPhone修理,iPhone,8P,バッテリー,アイサポ,,5255,2360,2895,1973,3282,,2026/01/17 15:44:44
20260117-003-01,2026-01-17,堀,福井店,店舗,リピーター,iPhone修理,iPhone,8P,バッテリー,HW,,5255,610,4645,290,4965,,2026/01/17 15:52:04
20260117-004-01,2026-01-17,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,12mini,HGバッテリー,アイサポ,,10709,4340,6369,100,10609,,2026/01/17 17:31:41
20260117-005-01,2026-01-17,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE2,TH-L,アイサポ,,6982,3040,3942,1210,5772,,2026/01/17 17:32:23
20260117-005-02,2026-01-17,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,1100,4336,,2026/01/17 17:32:23
20260117-006-01,2026-01-17,龍田,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/17 17:32:40
20260117-007-01,2026-01-17,龍田,鯖江店,店舗,リピーター,中古販売,中古,SE2,128GB 並品,アイサポ,356795110231300,16980,7000,9980,0,16980,,2026/01/17 17:44:02
20260117-007-02,2026-01-17,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/17 17:44:02
20260117-008-01,2026-01-17,龍田,鯖江店,店舗,リピーター,操作案内,操作案内,,個別10分,アイサポ,,1000,0,1000,0,1000,,2026/01/17 17:44:33
20260117-009-01,2026-01-17,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,SE3,HGバッテリー,アイサポ,,8891,3590,5301,0,8891,,2026/01/17 17:44:51
20260117-010-01,2026-01-17,龍田,鯖江店,店舗,リピーター,中古販売,中古,14,128GB 美品,アイサポ,355232488685124,72980,55000,17980,0,72980,,2026/01/17 17:46:20
20260117-010-02,2026-01-17,龍田,鯖江店,店舗,リピーター,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/17 17:46:20
20260117-010-03,2026-01-17,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/17 17:46:20
20260117-010-04,2026-01-17,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/17 17:46:20
20260118-008-01,2026-01-18,土本,鯖江店,店舗,リピーター,中古販売,中古,14Pro,128GB 良品,アイサポ,355833865803337,80980,52400,28580,0,80980,,2026/01/18 12:34:41
20260118-008-02,2026-01-18,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/18 12:34:41
20260118-008-03,2026-01-18,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,ケース,アイサポ,,500,100,400,0,500,,2026/01/18 12:34:41
20260118-001-01,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/18 15:03:14
20260118-001-02,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,HG-F,HW,,1,6200,-6199,0,1,,2026/01/18 15:03:14
20260118-001-03,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12ProMax,作業費,アイサポ,,4528,0,4528,0,4528,,2026/01/18 15:03:14
20260118-001-04,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12ProMax,HGバッテリー,HW,,9560,0,9560,0,9560,,2026/01/18 15:03:14
20260118-001-05,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:03:14
20260118-001-06,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:03:14
20260118-002-01,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,13Pro,コネクタ,HW,,15272,3400,11872,0,15272,,2026/01/18 15:03:47
20260118-002-02,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:03:47
20260118-003-01,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,HGバッテリー,HW,,10709,800,9909,100,10609,,2026/01/18 15:04:33
20260118-003-02,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:04:33
20260118-004-01,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,手入力,アイサポ,,1780,600,1180,0,1780,,2026/01/18 15:05:04
20260118-005-01,2026-01-18,龍田,福井店,店舗,通りがかり,中古販売,中古,XS,256GB 良品,アイサポ,357239090626238,19980,8000,11980,0,19980,,2026/01/18 15:05:48
20260118-005-02,2026-01-18,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:05:48
20260118-006-01,2026-01-18,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/18 15:06:11
20260118-007-01,2026-01-18,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,13mini,HGバッテリー,アイサポ,,11618,4740,6878,580,11038,,2026/01/18 15:18:47
20260118-007-02,2026-01-18,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 15:18:47
20260118-009-01,2026-01-18,土本,鯖江店,店舗,リピーター,iPad修理,iPad,Pad9,TH-F,アイサポ,,12710,3990,8720,650,12060,,2026/01/18 16:19:29
20260118-009-02,2026-01-18,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,手入力,アイサポ,,1980,200,1780,0,1980,,2026/01/18 16:19:29
20260118-010-01,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,SE3,バッテリー,アイサポ,,5891,2290,3601,100,5791,,2026/01/18 17:04:29
20260118-011-01,2026-01-18,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,SE3,HGバッテリー,アイサポ,,8891,3590,5301,0,8891,,2026/01/18 17:04:55
20260118-011-02,2026-01-18,龍田,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 17:04:55
20260118-012-01,2026-01-18,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,13ProMax,TH-F,アイサポ,,18164,11990,6174,982,17182,,2026/01/18 17:05:35
20260118-013-01,2026-01-18,土本,ECサイト,メルカリ,ネット検索,中古販売,中古,12,128GB 美品,アイサポ,358503111528973,39980,34200,5780,0,39980,,2026/01/18 18:01:56
20260118-014-01,2026-01-18,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,コーティング,アイサポ,,2000,300,1700,0,2000,,2026/01/18 18:05:23
20260118-014-02,2026-01-18,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/18 18:05:23
20260118-014-03,2026-01-18,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/18 18:05:23
20260118-015-01,2026-01-18,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,13mini,バッテリー,アイサポ,,8618,3340,5278,0,8618,,2026/01/18 18:11:09
20260119-001-01,2026-01-19,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,XR,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/19 13:17:04
20260119-002-01,2026-01-19,龍田,福井店,店舗,通りがかり,中古販売,中古,13mini,128GB 美品,アイサポ,354084996321606,52980,35600,17380,0,52980,,2026/01/19 13:17:38
20260119-002-02,2026-01-19,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/19 13:17:38
20260119-003-01,2026-01-19,龍田,福井店,店舗,通りがかり,iPhone修理,iPhone,6s,バッテリー,HW,,4527,500,4027,0,4527,,2026/01/19 13:18:28
20260119-003-02,2026-01-19,龍田,福井店,店舗,通りがかり,iPhone修理,iPhone,X,バッテリー,HW,,5436,800,4636,0,5436,,2026/01/19 13:18:28
20260119-003-03,2026-01-19,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/19 13:18:28
20260119-004-01,2026-01-19,龍田,福井店,店舗,通りがかり,iPhone修理,iPhone,XS,バッテリー,アイサポ,,5891,2440,3451,0,5891,,2026/01/19 13:18:54
20260119-004-02,2026-01-19,龍田,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/19 13:18:54
20260119-005-01,2026-01-19,龍田,福井店,店舗,通りがかり,Pixel修理,Android,Pixel 4a (4G),画面修理,アイサポ,,22709,12500,10209,0,22709,,2026/01/19 13:19:19
20260119-006-01,2026-01-19,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE3,TH-L,アイサポ,,7891,3230,4661,0,7891,,2026/01/19 16:21:27
20260119-007-01,2026-01-19,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,11,TH-L,HW,,13073,1900,11173,650,12423,,2026/01/19 18:13:04
20260120-001-01,2026-01-20,堀,福井店,店舗,リピーター,iPhone修理,iPhone,14,TH-L,HW,,18982,3000,15982,1040,17942,,2026/01/20 15:30:35
20260120-002-01,2026-01-20,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,XR,HGバッテリー,アイサポ,,8891,3740,5151,100,8791,,2026/01/20 15:31:01
20260120-003-01,2026-01-20,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,SE2,HGバッテリー,HW,,3000,650,2350,0,3000,,2026/01/20 16:29:45
20260120-004-01,2026-01-20,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,SE2,HGバッテリー,アイサポ,,8436,3390,5046,0,8436,,2026/01/20 16:30:08
20260120-004-02,2026-01-20,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/20 16:30:08
20260120-005-01,2026-01-20,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,13mini,HGバッテリー,アイサポ,,11618,4740,6878,0,11618,,2026/01/20 16:30:30
20260120-006-01,2026-01-20,龍田,鯖江店,店舗,リピーター,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/20 16:30:53
20260120-006-02,2026-01-20,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/20 16:30:53
20260120-007-01,2026-01-20,堀,福井店,店舗,リピーター,操作案内,操作案内,,個別10分,アイサポ,,1000,0,1000,0,1000,,2026/01/20 19:35:29
20260121-001-01,2026-01-21,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,SE2,バッテリー,HW,,3000,500,2500,0,3000,,2026/01/21 13:49:32
20260121-002-01,2026-01-21,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12,HGバッテリー,アイサポ,,10709,4340,6369,598,10111,,2026/01/21 15:16:00
20260121-003-01,2026-01-21,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,TH-F,HW,,4982,1250,3732,0,4982,,2026/01/21 15:16:22
20260121-004-01,2026-01-21,堀,福井店,店舗,リピーター,iPhone修理,iPhone,7,バッテリー,HW,,4982,550,4432,274,4708,,2026/01/21 15:16:49
20260121-005-01,2026-01-21,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11,TH-L,アイサポ,,13073,5280,7793,100,12973,,2026/01/21 19:42:21
20260121-006-01,2026-01-21,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE3,HG-L,アイサポ,,11527,4040,7487,0,11527,,2026/01/21 19:48:50
20260122-001-01,2026-01-22,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11,バッテリー,アイサポ,,6345,2490,3855,0,6345,,2026/01/22 17:20:29
20260122-001-02,2026-01-22,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/22 17:20:29
20260122-002-01,2026-01-22,堀,福井店,店舗,リピーター,iPhone修理,iPhone,8P,TH-F,アイサポ,,5436,2750,2686,100,5336,,2026/01/22 17:21:09
20260122-003-01,2026-01-22,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE3,手入力,HW,,11637,3300,8337,0,11637,,2026/01/22 17:22:17
20260122-003-02,2026-01-22,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE3,HGバッテリー,HW,,8891,750,8141,1130,7761,,2026/01/22 17:22:17
20260122-004-01,2026-01-22,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,11Pro,TH-L,HW,,13982,2250,11732,0,13982,,2026/01/22 17:32:27
20260122-004-02,2026-01-22,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/22 17:32:27
20260122-005-01,2026-01-22,龍田,鯖江店,店舗,リピーター,iPad修理,iPad,Pad7,バッテリー,アイサポ,,13165,2290,10875,0,13165,,2026/01/22 17:32:55
20260122-006-01,2026-01-22,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,12,バッテリー,HW,,7709,600,7109,0,7709,,2026/01/22 18:38:33
20260122-006-02,2026-01-22,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/22 18:38:33
20260123-001-01,2026-01-23,土本,鯖江店,店舗,紹介,中古販売,中古,12,128GB 並品,アイサポ,353048112295094,40980,14400,26580,0,40980,,2026/01/23 15:21:28
20260123-002-01,2026-01-23,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,手入力,アイサポ,,2980,807,2173,0,2980,,2026/01/23 16:49:30
20260123-003-01,2026-01-23,龍田,福井店,店舗,リピーター,中古販売,中古,12,256GB 超美品,アイサポ,353560907795880,52980,36000,16980,0,52980,,2026/01/23 17:22:50
20260123-003-02,2026-01-23,龍田,福井店,店舗,リピーター,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/23 17:22:50
20260123-004-01,2026-01-23,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,12mini,TH-L,アイサポ,,15345,6400,8945,780,14565,,2026/01/23 17:23:29
20260123-004-02,2026-01-23,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/23 17:23:29
20260123-005-01,2026-01-23,龍田,福井店,店舗,リピーター,その他,その他,,手入力,アイサポ,,3080,750,2330,0,3080,,2026/01/23 17:24:00
20260123-006-01,2026-01-23,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,15ProMax,TH-L,HW,,28527,6100,22427,0,28527,,2026/01/23 17:24:22
20260123-007-01,2026-01-23,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/23 18:12:36
20260123-008-01,2026-01-23,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,13mini,HGバッテリー,HW,,3000,850,2150,0,3000,,2026/01/23 19:11:25
20260123-008-02,2026-01-23,龍田,福井店,店舗,リピーター,中古販売,中古,13mini,128GB リペア品,アイサポ,354084992633970,34527,14000,20527,0,34527,,2026/01/23 19:11:25
